ALL COLLEGE,,,,,,,,,,,
(As on Date:  18-7-2026  3:3:40),,,,,,,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-54200,Govt.Degree College Masi,Uttarakhand,Almora,gdcmasi.in,2014,Rural,Affiliated College,State Government,U-1091,SOBAN SINGH JEENA UNIVERSITY,State Public University
C-12065,"GOVT. DEGREE COLLEGE, MATI AKBARPUR,",Uttar Pradesh,Kanpur Dehat,www.gdcakbarpur.com,1996,Rural,Affiliated College,State Government,U-0505,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",State Public University
C-57977,"Govt. Degree College Matour, Kangra",Himachal Pradesh,Kangra,www.gcmatour.ac.in,2017,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-22511,"GOVT. DEGREE COLLEGE, MAUDAHA                        ",Uttar Pradesh,Hamirpur,www.gdcmaudaha.org.in,1997,Urban,Affiliated College,State Government,U-0502,"Bundelkhand University,  Jhansi",State Public University
C-25964,Govt. Degree College (Medak),Telangana,Medak,http://gdcts.cgg.gov.in/medak.edu,1981,Urban,Affiliated College,State Government,U-0027,"Osmania University, Hyderabad",State Public University
C-35037,"Govt. Degree College, Morthad (5044)",Telangana,Nizamabad,http://gdcts.cgg.gov.in/morthad.edu,2009,Rural,Affiliated College,State Government,U-0040,"Telangana University, Nizamabad",State Public University
C-30302,"Govt. Degree College, Mydukur.",Andhra Pradesh,Y.S.R. Kadapa,www.gdcmydukur.ac.in,2008,Urban,Affiliated College,State Government,U-0045,"Yogi Vemana University, Kadapa",State Public University
C-62988,GOVT DEGREE COLLEGE NAGROTA,Jammu and Kashmir,Jammu,http://www.gdcnagrota.org,2019,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-24735,"Govt. Degree College, Naidupeta",Andhra Pradesh,Tirupati,www.gdcnaidupet.co.in,1983,Rural,Affiliated College,State Government,U-0044,"Vikram Simhapuri University, Nellore",State Public University
C-24623,"Govt. Degree College, Naikhari, Chandrabadni",Uttarakhand,Tehri Garhwal,www.gdccn.ac.in,2001,Rural,Affiliated College,State Government,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-24537,"Govt. Degree College,Nainbagh",Uttarakhand,Tehri Garhwal,http://gdcnainbagh.in,2001,Rural,Affiliated College,State Government,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-33339,"Govt. Degree College, Nainpur, Mandla",Madhya Pradesh,Mandla,https://highereducation.mp.gov.in/?orgid=267,1983,Rural,Affiliated College,State Government,U-0289,"Rani Durgavati Vishwavidyalaya, Jabalpur",State Public University
C-26362,"Govt. Degree College, Nandikotkur",Andhra Pradesh,Nandyal,www.gdcndk.edu.in,1982,Rural,Affiliated College,State Government,U-0031,"Rayalaseema, University Kurnool",State Public University
C-25844,Govt. Degree College (Narayankhed),Telangana,Medak,https://gdcts.cgg.gov.in/narayankhed.edu,2008,Rural,Affiliated College,State Government,U-0027,"Osmania University, Hyderabad",State Public University
C-56727,"GOVT.DEGREE COLLEGE NIRMAND, KULLU",Himachal Pradesh,Kullu,https://www.gcnirmand.edu.in/,2016,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-22866,"Govt. Degree College, Nowshera",Jammu and Kashmir,Rajouri,www.gdcnowshera.co.in,2008,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-64491,GOVT DEGREE COLLEGE PABAU,Uttarakhand,Pauri Garhwal,https://gdcpabau.ac.in,2018,Rural,Affiliated College,State Government,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-63678,Govt Degree College Padder,Jammu and Kashmir,Kishtwar,www.gdcpadder.in,2019,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-60472,Govt.Degree College Pajhota at  Phatti Patel,Himachal Pradesh,Sirmaur,https://gcpajhota.ac.in/,2017,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-27648,Govt. Degree College Pakala -Rural             Co-Ed.,Andhra Pradesh,Tirupati,www.gdcpakala.ac.in,2008,Rural,Affiliated College,State Government,U-0037,"Sri Venkateswara University, Tirupathy",State Public University
C-22921,"Govt. Degree College, Paloura",Jammu and Kashmir,Jammu,https://www.gdcpaloura.in/,2008,Urban,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-54888,"GOVT. DEGREE COLLEGE,  PANARSA DISTT. MANDI (H.P.)",Himachal Pradesh,Mandi,gcpanarsa.edu.in,2015,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-21443,"Govt. Degree College Pattan, Kashmir",Jammu and Kashmir,Baramulla,www.gdcpattan.com,2005,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-26248,"Govt. Degree College, Pattikonda",Andhra Pradesh,Kurnool,http://gdcpattikonda.edu.in/,1988,Rural,Affiliated College,State Government,U-0031,"Rayalaseema, University Kurnool",State Public University
C-19290,"Govt. Degree College, Pawai",Madhya Pradesh,Panna,www.highereducation.mp.gov.in,1983,Rural,Affiliated College,State Government,U-0810,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY,State Public University
C-67458,GOVT DEGREE COLLEGE PEBBAIR ,Telangana,Wanaparthy,-,-,Urban,Affiliated College,State Government,U-0028,"Palamuru University,  Mahabubnagar",State Public University
C-21542,"GOVT, DEGREE COLLEGE, PEDDAPALLI",Telangana,Karimnagar,https://gdcts.cgg.gov.in/peddapalli.edu,1987,Rural,Affiliated College,Central Government,U-0032,"Satavahana University, Karimnagar",State Public University
C-60558,"GOVT. DEGREE COLLEGE, PENDLIMARRI",Andhra Pradesh,Y.S.R. Kadapa,www.gdcpendlimarri.ac.in,2018,Rural,Affiliated College,State Government,U-0045,"Yogi Vemana University, Kadapa",State Public University
C-24058,"Govt.Degree College, Pithapuram",Andhra Pradesh,Kakinada,www.gdcpithapuram.ac.in,2008,Urban,Affiliated College,State Government,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-59028,"Govt. Degree College, Pokhra",Uttarakhand,Pauri Garhwal,www.na,2015,Rural,Affiliated College,State Government,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-34730,GOVT. DEGREE COLLEGE PORSA,Madhya Pradesh,Morena,www.mphighereducation.nic.in/gdcporsa,1984,Rural,Affiliated College,State Government,U-0276,"Jiwaji University, Gwalior",State Public University
C-30251,"Govt. Degree College, Porumamilla.",Andhra Pradesh,Y.S.R. Kadapa,www.gdcporumamilla.ac.in,1981,Rural,Affiliated College,State Government,U-0045,"Yogi Vemana University, Kadapa",State Public University
C-54781,Govt Degree College Prithvipur,Madhya Pradesh,Tikamgarh,highereducation.mp.gov.in/?orgid=471,1987,Rural,Affiliated College,State Government,U-0810,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY,State Public University
C-21446,"Govt. Degree College  Pulwama, Kashmir",Jammu and Kashmir,Pulwama,https://www.gdcpulwama.edu.in/#/Home,1986,Urban,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-31815,GOVT. DEGREE COLLEGE PUSHPRAJGARH DISTT. SHAHDOL (M.P.),Madhya Pradesh,Anuppur,http://www.mphighereducation.nic.in,1983,Rural,Affiliated College,State Government,U-0268,"Awadesh Pratap Singh University, Rewa",State Public University
C-27805,"Govt. Degree      College,      PUTTUR Rural",Andhra Pradesh,Tirupati,www.gdcputur.edu.in,1983,Rural,Affiliated College,State Government,U-0037,"Sri Venkateswara University, Tirupathy",State Public University
C-64535, GOVT DEGREE COLLEGE QAZIGUND,Jammu and Kashmir,Kulgam,gdcqazigund.in,2019,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-24448,"Govt.Degree College, Rajahmundry",Andhra Pradesh,East Godavari,www.gcrjy.ac.in,1853,Urban,Affiliated College,State Government,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-30250,"Govt. Degree College, Rajampet",Andhra Pradesh,Annamayya,www.gdcrajampeta.edu.in,1980,Rural,Affiliated College,State Government,U-0045,"Yogi Vemana University, Kadapa",State Public University
C-22904,"Govt. Degree College, Rajouri",Jammu and Kashmir,Rajouri,www.gpgcollegerajouri.ac.in,1981,Urban,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-22942,"Govt. Degree College, Ramban",Jammu and Kashmir,Ramban,www.gdcramban.com,2005,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-63332,Govt Degree College Ramgarh,Jammu and Kashmir,Samba,https://gdcramgarh.in,2019,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-22986,"Govt. Degree College, Ramnagar",Jammu and Kashmir,Udhampur,www.gdcramnagar.in,2005,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-24089,"Govt.Degree College, Rampachodavaram",Andhra Pradesh,Alluri Sitharama Raju,www.gdcrampachodavaram.ac.in,1983,Rural,Affiliated College,State Government,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24787,"Govt. Degree College, Rapur",Andhra Pradesh,Sri Potti Sriramulu Nellore,http://gdcrapur.ac.in/,1984,Rural,Affiliated College,State Government,U-0044,"Vikram Simhapuri University, Nellore",State Public University
C-23829,"Govt.Degree College, Ravulapalem",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,www.gdcrvpm.ac.in,1981,Rural,Affiliated College,State Government,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-56026,"Govt. Degree College Rey, Kangra",Himachal Pradesh,Kangra,http://gdcrey.com/,2016,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-30239,"Govt.Degree College, Rly.Koduru",Andhra Pradesh,Annamayya,https://www.gdcrlykoduru.edu.in/,1983,Rural,Affiliated College,State Government,U-0045,"Yogi Vemana University, Kadapa",State Public University
C-22952,"Govt. Degree College, R.S. Pura",Jammu and Kashmir,Jammu,www.gdcrspurajammu.com,2005,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-24706,"Govt. Degree College, Rudraprayag",Uttarakhand,Rudraprayag,www.gdcrpg.in,2006,Urban,Affiliated College,State Government,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-24395,"Govt.Degree College, Sabbavaram",Andhra Pradesh,Anakapalli,www.gdcsabbavaram.ac.in,2008,Rural,Affiliated College,State Government,U-0006,"Andhra University, Visakhapatnam",State Public University
C-26180,Govt. Degree College (Sadasivpet),Telangana,Sangareddy,https://gdcts.cgg.gov.in/sadasivpet.edu,1984,Urban,Affiliated College,State Government,U-0027,"Osmania University, Hyderabad",State Public University
C-62744,Govt Degree College Sainik Colony Kunjwani,Jammu and Kashmir,Jammu,www.gdckunjwani.in,2019,Urban,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-24092,"Govt.Degree College, Salur",Andhra Pradesh,Parvathipuram Manyam,www.gdcsalur.ac.in,1982,Urban,Affiliated College,State Government,U-0006,"Andhra University, Visakhapatnam",State Public University
C-22888,"Govt. Degree College, Samba",Jammu and Kashmir,Samba,www.gdcsamba.in,2005,Rural,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-22501,"GOVT. DEGREE COLLEGE, SAMTHAR",Uttar Pradesh,Jhansi,www.gdcsamthar.org.in,1996,Rural,Affiliated College,State Government,U-0502,"Bundelkhand University,  Jhansi",State Public University
C-27688,Govt. Degree College Sathyavedu  Rural            Co-Ed.,Andhra Pradesh,Tirupati,www.gdcsatyavavedu.in,2008,Rural,Affiliated College,State Government,U-0037,"Sri Venkateswara University, Tirupathy",State Public University
C-23813,"Govt.Degree College, Seethanagaram",Andhra Pradesh,East Godavari,www.gdcseethanagaram.ac.in,1983,Rural,Affiliated College,State Government,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-21997,"Govt. Degree College, Shadnagar",Telangana,Ranga Reddy,https://gdcts.cgg.gov.in/shadnagar.edu,2009,Rural,Affiliated College,State Government,U-0028,"Palamuru University,  Mahabubnagar",State Public University
C-19235,"Govt. Degree College, Shahnagar",Madhya Pradesh,Panna,http://www.mphighereducation.nic.in/0906,1984,Rural,Affiliated College,State Government,U-0810,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY,State Public University
C-33391,"Govt. Degree College, Shahpura, Dindori",Madhya Pradesh,Dindori,www.gdcshahpura.in,1983,Rural,Affiliated College,State Government,U-0289,"Rani Durgavati Vishwavidyalaya, Jabalpur",State Public University
C-56826,"Govt Degree College, Shitlakhet",Uttarakhand,Almora,www.gdcshitlakhet.in,2016,Rural,Affiliated College,State Government,U-1091,SOBAN SINGH JEENA UNIVERSITY,State Public University
C-57546,"Govt Degree College Shivnagar, Kangra",Himachal Pradesh,Kangra,www.gdcshivnagar.in,2015,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-21420,"Govt. Degree College Shopian, Kashmir",Jammu and Kashmir,Shopian,https://.gdcshopian.edu.in,1988,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-57162,"Govt. Degree College Shri Naina Devi Ji, Bilaspur",Himachal Pradesh,Bilaspur,gcnainadevi.ac.in,2016,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-60845,Govt. Degree College Shri Renuka Ji at Dadahu,Himachal Pradesh,Sirmaur,gcrenukaji.edu.in,2017,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-25620,Govt. Degree College (Siddipet),Telangana,Medak,www.gdcsiddipet.org.in,1956,Urban,Autonomous College,State Government,U-0027,"Osmania University, Hyderabad",State Public University
C-62198,GOVT DEGREE COLLEGE SIDHRA,Jammu and Kashmir,Jammu,www.gdcsidhra.in,2019,Urban,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-24031,"Govt.Degree College, S.Kota",Andhra Pradesh,Vizianagaram,www.gdcskota.ac.in,1984,Rural,Affiliated College,State Government,U-0006,"Andhra University, Visakhapatnam",State Public University
C-21442,"Govt. Degree College Sogam Kupwara, Kashmir",Jammu and Kashmir,Kupwara,www.sogamcollege.co.in,2008,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-64918,GOVT DEGREE COLLEGE SOIBUGH,Jammu and Kashmir,Budgam,www.gdcsoibugh.edu.in,2019,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-21433,Govt. Degree College Sopore,Jammu and Kashmir,Baramulla,www.gdcsopore.ac.in,1951,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-26296,"Govt. Degree College, Srisailam",Andhra Pradesh,Nandyal,gdcsrisailam.ac.in,1993,Rural,Affiliated College,State Government,U-0031,"Rayalaseema, University Kurnool",State Public University
C-11548,"Govt. Degree College Sugh Bhatoli, P.O. Mandoli, District Kangra",Himachal Pradesh,Kangra,https://www.gdcsughbhatoli.ac.in/,2016,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-68980,GOVT DEGREE COLLEGE SUMERPUR HAMIRPUR U P ,Uttar Pradesh,Hamirpur,-,2018,Rural,Affiliated College,State Government,U-0502,"Bundelkhand University,  Jhansi",State Public University
C-25641,Govt. Degree College (Tandur),Telangana,Ranga Reddy,https://gdcts.cgg.gov.in.tandur,2008,Urban,Affiliated College,State Government,U-0027,"Osmania University, Hyderabad",State Public University
C-21424,"Govt. Degree College Tangdar Kupwara, Kashmir",Jammu and Kashmir,Kupwara,www.gdctangdhar.edu.in,2008,Rural,Affiliated College,State Government,U-0196,"University of Kashmir, Srinagar",State Public University
C-59138,Govt.Degree College TELKA ,Himachal Pradesh,Chamba,www.gdctelka.com,2017,Rural,Affiliated College,Central Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-60399,Govt. Degree College  Thachi ,Himachal Pradesh,Mandi,www.gcthachi.in,2017,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-22862,"Govt. Degree College, Thanamandi",Jammu and Kashmir,Rajouri,www.gdcthannamandi.in,2005,Urban,Affiliated College,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-56067,"GOVT.DEGREE COLLEGE TIKKAR, SHIMLA",Himachal Pradesh,Shimla,www.gctikkar.in,2016,Rural,Affiliated College,State Government,U-0183,"Himachal Pradesh University , Shimla",State Public University
C-35109,"Govt. Degree College, Timarni, Distt. Harda",Madhya Pradesh,Harda,http://www.gdctimarni.in/,1983,Rural,Affiliated College,State Government,U-0269,"Barkatullah University, Bhopal",State Public University
C-25363,"GOVT. DEGREE COLLEGE,TIRUVURU",Andhra Pradesh,NTR,http://gdctiruvuru.ac.in/,1978,Rural,Affiliated College,University,U-0021,"Krishna University, Machhlipattanam",State Public University
